Date,Heure,Artiste,Titre,Année de la chanson,Sexe,Pays d’Origine
2012-08-06,11H03,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-06,11H06,Katy Perry,I Kissed A Girl,2008,F,USA
2012-08-06,11H10,Shy'm,Et Alors !,2012,F,France
2012-08-06,11H17,Superbus,A La Chaine,2012,Groupe,France
2012-08-06,11H26,Leslie,Des Mots Invincibles,2012,F,France
2012-08-06,11H29,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-06,11H32,Flo Rida,Whistle,2012,H,USA
2012-08-06,11H45,Adele,Someone Like You,2011,F,Angleterre
2012-08-06,11H49,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-06,11H57,Dry,Ma Melodie,2012,H,France
2012-08-06,12H03,Will i Am,This Is Love,2012,H,USA
2012-08-06,12H07,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-06,12H11,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-06,12H14,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-06,12H17,Jennifer Lopez,Goin In,2012,F,USA
2012-08-06,12H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-06,12H29,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-06,12H32,Youssoupha,Dreamin,2012,H,France
2012-08-06,12H36,Katy Perry,Wide Awake,2012,F,USA
2012-08-06,12H45,Lucenzo,Wine It Up,2012,H,France
2012-08-06,12H49,Lmfao,Party Rock Anthem,2011,Groupe,USA
2012-08-06,12H53,Kenza Farah,Quelque Part,2012,F,France
2012-08-06,12H57,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-06,13H02,Maroon 5,Payphone,2012,Groupe,USA
2012-08-06,13H03,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-06,13H07,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-06,13H11,Jenifer,Sur Le Fil,2012,F,France
2012-08-06,13H25,Mika,Celebrate,2012,H,Angleterre
2012-08-06,13H25,Pitbull,Back In Time,2012,H,USA
2012-08-06,13H28,M Pokora,Merci D'etre,2012,H,France
2012-08-06,13H43,Basto,I Rave You,2012,H,Belgique
2012-08-06,13H49,Shy'm,Et Alors !,2012,F,France
2012-08-06,13H55,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-06,14H03,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-06,14H07,Pink,Family Portrait,2002,F,USA
2012-08-06,14H14,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-06,14H17,Corneille,Co-pilot,2012,Groupe,Canada
2012-08-06,14H17,Owl City,Good Time,2012,H,USA
2012-08-06,14H28,Birdy,Skinny Love,2008,F,USA
2012-08-06,14H28,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-06,14H31,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-06,14H34,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-06,14H41,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-06,14H44,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-06,14H48,Will i Am,This Is Love,2012,H,USA
2012-08-06,14H51,Leslie,Des Mots Invincibles,2012,F,France
2012-08-06,14H58,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-06,15H00,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-06,15H04,Dj Assad,Addicted,2012,H,France
2012-08-06,15H07,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-06,15H15,Beyonce,Naughty Girl,2004,F,USA
2012-08-06,15H15,Katy Perry,Wide Awake,2012,F,USA
2012-08-06,15H24,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-06,15H28,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-06,15H31,Jack Holiday,Children 2012,2012,H,Suisse
2012-08-06,15H35,Flo Rida,Whistle,2012,H,USA
2012-08-06,15H43,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-06,15H46,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-06,15H54,Martin Solveig,Hello,2010,H,France
2012-08-06,16H00,Maroon 5,Payphone,2012,Groupe,USA
2012-08-06,16H04,Lucenzo,Wine It Up,2012,H,France
2012-08-06,16H11,Ocean Drive,Because,2009,Groupe,France
2012-08-06,16H14,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-06,16H14,Shy'm,Et Alors !,2012,F,France
2012-08-06,16H18,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-08-06,16H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-06,16H27,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-08-06,16H31,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-06,16H42,Kelly Clarkson,Stronger,2012,F,USA
2012-08-06,16H49,Youssoupha,Dreamin,2012,H,France
2012-08-06,16H52,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-06,16H56,Will i Am,This Is Love,2012,H,USA
2012-08-06,17H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-06,17H04,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-06,17H07,Beyonce,Sweet Dreams,2009,F,USA
2012-08-06,17H15,Basto,I Rave You,2012,H,Belgique
2012-08-06,17H15,Katy Perry,Wide Awake,2012,F,USA
2012-08-06,17H25,Pitbull,Back In Time,2012,H,USA
2012-08-06,17H32,David Guetta,I Can Only Imagine,2012,H,France
2012-08-06,17H32,Owl City,Good Time,2012,H,USA
2012-08-06,17H35,Shakira,Addicted To You,2012,F,Colombie
2012-08-06,17H42,Leslie,Des Mots Invincibles,2012,F,France
2012-08-06,17H47,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-06,17H51,Mika,Celebrate,2012,H,Angleterre
2012-08-06,17H55,Shy'm,Et Alors !,2012,F,France
2012-08-06,18H00,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-08-06,18H03,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-06,18H09,Dry,Ma Melodie,2012,H,France
2012-08-06,18H13,Flo Rida,Whistle,2012,H,USA
2012-08-06,18H13,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-06,18H16,Superbus,A La Chaine,2012,Groupe,France
2012-08-06,18H22,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-06,18H26,Khaled,C'est La Vie,2012,H,Algerie
2012-08-06,18H33,Birdy,Skinny Love,2008,F,USA
2012-08-06,18H40,Dj Assad,Addicted,2012,H,France
2012-08-06,18H42,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-08-06,18H46,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-06,18H54,Mika,Elle Me Dit,2011,H,Angleterre
2012-08-06,19H00,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-06,19H00,Will i Am,This Is Love,2012,H,USA
2012-08-06,19H07,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-06,19H11,Martin Solveig,The Night Out,2011,H,France
2012-08-06,19H15,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-06,19H19,Jenifer,Sur Le Fil,2012,F,France
2012-08-06,19H29,Kenza Farah,Quelque Part,2012,F,France
2012-08-06,19H33,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-06,19H45,Katy Perry,Wide Awake,2012,F,USA
2012-08-06,19H49,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-06,19H52,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-06,19H59,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-06,20H00,Dry,Ma Melodie,2012,H,France
2012-08-06,20H03,Pitbull,Get It Started,2012,H,USA
2012-08-06,20H07,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-06,20H11,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-06,20H14,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-06,20H23,David Guetta,Metropolis,2012,H,France
2012-08-06,20H23,Maroon 5,Payphone,2012,Groupe,USA
2012-08-06,20H34,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-08-06,20H37,Owl City,Good Time,2012,H,USA
2012-08-06,20H40,Shakira,Addicted To You,2012,F,Colombie
2012-08-06,20H49,Shy'm,Et Alors !,2012,F,France
2012-08-06,20H52,Kelly Clarkson,Stronger,2012,F,USA
2012-08-06,21H01,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-06,21H10,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-06,21H23,Basto,I Rave You,2012,H,Belgique
2012-08-06,21H30,Katy Perry,Wide Awake,2012,F,USA
2012-08-06,21H30,Lucenzo,Wine It Up,2012,H,France
2012-08-06,21H49,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-06,21H49,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-06,22H01,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-06,22H23,Dj Assad,Addicted,2012,H,France
2012-08-06,22H23,Dry,Ma Melodie,2012,H,France
2012-08-06,22H29,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-06,22H39,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-06,22H48,Khaled,C'est La Vie,2012,H,Algerie
2012-08-06,23H10,Maroon 5,Payphone,2012,Groupe,USA
2012-08-06,23H24,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-06,23H24,Will i Am,This Is Love,2012,H,USA
2012-08-06,23H30,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-06,23H39,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,05H00,Shy'm,Et Alors !,2012,F,France
2012-08-07,05H03,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,05H06,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,05H10,Kenza Farah,Quelque Part,2012,F,France
2012-08-07,05H17,Sean Paul,Got 2 Luv You,2011,H,Jamaique
2012-08-07,05H22,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-07,05H29,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,05H33,Pink,Fuckin'perfect,2010,F,USA
2012-08-07,05H40,Shakira,Addicted To You,2012,F,Colombie
2012-08-07,05H44,Owl City,Good Time,2012,H,USA
2012-08-07,05H47,Usher,Scream,2012,H,USA
2012-08-07,05H50,Laza Morgan,One By One,2011,H,Jamaique
2012-08-07,05H54,Katy Perry,I Kissed A Girl,2008,F,USA
2012-08-07,05H57,Pitbull,Back In Time,2012,H,USA
2012-08-07,06H06,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-07,06H16,Will i Am,This Is Love,2012,H,USA
2012-08-07,06H24,Michel Telo,Ai Se Eu Te Pego (nooossa,2011,H,Bresil
2012-08-07,06H24,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-07,06H26,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-07,06H33,Elisa Tovati,Il Nous Faut,2011,F,France
2012-08-07,06H36,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,06H45,Khaled,C'est La Vie,2012,H,Algerie
2012-08-07,06H52,Birdy,Skinny Love,2008,F,USA
2012-08-07,06H52,M Pokora,Merci D'etre,2012,H,France
2012-08-07,06H55,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,07H06,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-07,07H06,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,07H14,Jenifer,Sur Le Fil,2012,F,France
2012-08-07,07H21,Gusttavo Lima,Balada,2012,H,Bresil
2012-08-07,07H21,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,07H25,Dry,Ma Melodie,2012,H,France
2012-08-07,07H37,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-07,07H40,Shy'm,Et Alors !,2012,F,France
2012-08-07,07H45,Katy Perry,California Gurls,2010,F,USA
2012-08-07,07H52,David Guetta,Metropolis,2012,H,France
2012-08-07,07H52,Flo Rida,Whistle,2012,H,USA
2012-08-07,08H02,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-07,08H05,Pitbull,Back In Time,2012,H,USA
2012-08-07,08H05,Youssoupha,Dreamin,2012,H,France
2012-08-07,08H13,Superbus,A La Chaine,2012,Groupe,France
2012-08-07,08H13,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-07,08H17,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,08H20,Adele,Someone Like You,2011,F,Angleterre
2012-08-07,08H24,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-07,08H38,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,08H43,Will i Am,This Is Love,2012,H,USA
2012-08-07,08H47,Owl City,Good Time,2012,H,USA
2012-08-07,08H50,Martin Solveig,Hello,2010,H,France
2012-08-07,08H53,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-07,08H59,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,09H05,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,09H06,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,09H09,Lady Gaga,Poker Face,2008,F,USA
2012-08-07,09H24,Dry,Ma Melodie,2012,H,France
2012-08-07,09H28,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-07,09H32,Shakira,Addicted To You,2012,F,Colombie
2012-08-07,09H40,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,09H43,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-07,09H46,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,09H58,Pitbull,Back In Time,2012,H,USA
2012-08-07,10H03,Birdy,Skinny Love,2008,F,USA
2012-08-07,10H06,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-07,10H09,Basto,I Rave You,2012,H,Belgique
2012-08-07,10H12,Michael Jackson,Thriller,1984,H,USA
2012-08-07,10H23,Mika,Celebrate,2012,H,Angleterre
2012-08-07,10H31,Kenza Farah,Quelque Part,2012,F,France
2012-08-07,10H34,David Guetta,I Can Only Imagine,2012,H,France
2012-08-07,10H42,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-07,10H52,Flo Rida,Whistle,2012,H,USA
2012-08-07,11H00,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,11H03,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,11H07,Youssoupha,Dreamin,2012,H,France
2012-08-07,11H11,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-07,11H14,Shakira,La Tortura,2005,F,Colombie
2012-08-07,11H14,Will i Am,This Is Love,2012,H,USA
2012-08-07,11H18,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-07,11H29,Dry,Ma Melodie,2012,H,France
2012-08-07,11H33,Dj Assad,Addicted,2012,H,France
2012-08-07,11H33,Kelly Clarkson,Stronger,2012,F,USA
2012-08-07,11H36,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,11H49,Lucenzo,Wine It Up,2012,H,France
2012-08-07,11H59,Shy'm,Et Alors !,2012,F,France
2012-08-07,12H00,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,12H03,Pitbull,Back In Time,2012,H,USA
2012-08-07,12H07,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-07,12H10,Justin Timberlake,What Goes Around,2007,H,USA
2012-08-07,12H14,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,12H25,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,12H29,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-07,12H33,Khaled,C'est La Vie,2012,H,Algerie
2012-08-07,12H37,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-07,12H49,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,12H52,Bad Meets Evil,Lighters,2011,Groupe,USA
2012-08-07,12H59,Will i Am,This Is Love,2012,H,USA
2012-08-07,13H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-07,13H07,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-07,13H15,Britney Spears,Till The World Ends,2011,F,USA
2012-08-07,13H15,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-07,13H18,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-08-07,13H25,Dry,Ma Melodie,2012,H,France
2012-08-07,13H33,Owl City,Good Time,2012,H,USA
2012-08-07,13H37,Tacabro,Tacata,2012,Groupe,Italie
2012-08-07,13H44,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-07,13H47,Lady Gaga,Paparazzi,2009,F,USA
2012-08-07,13H54,Birdy,Skinny Love,2008,F,USA
2012-08-07,13H57,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,14H03,Pink,Just Like A Pill,2002,F,USA
2012-08-07,14H07,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,14H11,Pitbull,Back In Time,2012,H,USA
2012-08-07,14H18,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-07,14H25,M Pokora,Merci D'etre,2012,H,France
2012-08-07,14H29,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-08-07,14H29,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,14H37,Basto,I Rave You,2012,H,Belgique
2012-08-07,14H48,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-07,14H56,Kenza Farah,Quelque Part,2012,F,France
2012-08-07,15H00,Youssoupha,Dreamin,2012,H,France
2012-08-07,15H10,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-07,15H13,Mika,Celebrate,2012,H,Angleterre
2012-08-07,15H16,David Guetta,Without You,2011,H,France
2012-08-07,15H22,Dry,Ma Melodie,2012,H,France
2012-08-07,15H29,Leslie,Des Mots Invincibles,2012,F,France
2012-08-07,15H29,Rihanna,Where Have You Been,2012,F,USA
2012-08-07,15H41,Laza Morgan,One By One,2011,H,Jamaique
2012-08-07,15H48,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,15H52,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-07,16H00,Emeli Sande,next to me        1,2012,F,Inconnu
2012-08-07,16H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,16H01,Shakira,Addicted To You,2012,F,Colombie
2012-08-07,16H04,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-07,16H06,Pitbull,Back In Time,2012,H,USA
2012-08-07,16H10,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,16H13,Cobra Starship,You Make Me Feel,2011,Groupe,USA
2012-08-07,16H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,16H24,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-07,16H35,Corneille,Co-pilot,2012,Groupe,Canada
2012-08-07,16H35,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,16H46,Dj Assad,Addicted,2012,H,France
2012-08-07,16H46,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-07,16H57,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,17H03,Birdy,Skinny Love,2008,F,USA
2012-08-07,17H06,Khaled,C'est La Vie,2012,H,Algerie
2012-08-07,17H09,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-07,17H16,Michel Telo,Ai Se Eu Te Pego (nooossa,2011,H,Bresil
2012-08-07,17H22,Dry,Ma Melodie,2012,H,France
2012-08-07,17H26,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-07,17H29,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-07,17H39,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-07,17H42,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-07,17H42,Rihanna,California King Bed,2011,F,USA
2012-08-07,17H45,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,17H50,Flo Rida,Whistle,2012,H,USA
2012-08-07,17H53,Jenifer,Sur Le Fil,2012,F,France
2012-08-07,18H00,Youssoupha,Dreamin,2012,H,France
2012-08-07,18H03,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-07,18H11,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,18H19,Mika,Celebrate,2012,H,Angleterre
2012-08-07,18H28,Kenza Farah,Quelque Part,2012,F,France
2012-08-07,18H32,Jack Holiday,Children 2012,2012,H,Suisse
2012-08-07,18H36,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,18H43,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-07,18H47,Lucenzo,Wine It Up,2012,H,France
2012-08-07,18H54,Bruno Mars,Marry You,2011,H,USA
2012-08-07,18H58,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,19H00,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-07,19H07,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,19H14,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-08-07,19H17,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-07,19H17,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,19H24,Dry,Ma Melodie,2012,H,France
2012-08-07,19H27,Shakira,Addicted To You,2012,F,Colombie
2012-08-07,19H31,Basto,I Rave You,2012,H,Belgique
2012-08-07,19H42,David Guetta,Metropolis,2012,H,France
2012-08-07,19H48,Owl City,Good Time,2012,H,USA
2012-08-07,19H56,Flo Rida,Whistle,2012,H,USA
2012-08-07,19H59,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-08-07,20H00,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-07,20H07,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-08-07,20H10,Birdy,Skinny Love,2008,F,USA
2012-08-07,20H16,Pitbull,Back In Time,2012,H,USA
2012-08-07,20H19,Laza Morgan,One By One,2011,H,Jamaique
2012-08-07,20H19,Tacabro,Tacata,2012,Groupe,Italie
2012-08-07,20H22,Superbus,A La Chaine,2012,Groupe,France
2012-08-07,20H29,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-07,20H37,Global Deejays,Hardcore Vibes,2012,Groupe,Autriche
2012-08-07,20H40,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,20H46,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-08-07,20H50,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-07,21H10,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-07,21H23,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-07,21H29,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-07,21H29,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-07,21H49,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-07,21H49,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-07,22H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-07,22H10,Maroon 5,Payphone,2012,Groupe,USA
2012-08-07,22H30,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-07,22H30,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-07,22H49,Flo Rida,Whistle,2012,H,USA
2012-08-07,23H02,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-07,23H02,Katy Perry,Wide Awake,2012,F,USA
2012-08-07,23H24,Khaled,C'est La Vie,2012,H,Algerie
2012-08-07,23H24,Pitbull,Get It Started,2012,H,USA
2012-08-07,23H29,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-08,00H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-08,05H00,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-08,05H04,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-08,05H07,Katy Perry,Wide Awake,2012,F,USA
2012-08-08,05H07,Will i Am,This Is Love,2012,H,USA
2012-08-08,05H11,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-08,05H18,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-08,05H27,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-08-08,05H31,Birdy,Skinny Love,2008,F,USA
2012-08-08,05H37,Kelly Clarkson,Stronger,2012,F,USA
2012-08-08,05H41,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-08,05H48,Tacabro,Tacata,2012,Groupe,Italie
2012-08-08,05H51,M Pokora,Merci D'etre,2012,H,France
2012-08-08,05H54,Adele,Someone Like You,2011,F,Angleterre
2012-08-08,05H57,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-08,06H02,Dry,Ma Melodie,2012,H,France
2012-08-08,06H10,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-08,06H10,Katy Perry,E.t,2011,F,USA
2012-08-08,06H13,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-08,06H20,Gusttavo Lima,Balada,2012,H,Bresil
2012-08-08,06H20,Shy'm,Et Alors !,2012,F,France
2012-08-08,06H23,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-08,06H33,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-08,06H36,Flo Rida,Whistle,2012,H,USA
2012-08-08,06H40,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-08,06H45,Lucenzo,Wine It Up,2012,H,France
2012-08-08,06H48,Lily Allen,22,2009,F,France
2012-08-08,06H55,Basto,I Rave You,2012,H,Belgique
2012-08-08,06H58,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-08,07H02,Youssoupha,Dreamin,2012,H,France
2012-08-08,07H10,Owl City,Good Time,2012,H,USA
2012-08-08,07H13,Will i Am,This Is Love,2012,H,USA
2012-08-08,07H18,Birdy,Skinny Love,2008,F,USA
2012-08-08,07H21,Cobra Starship,You Make Me Feel,2011,Groupe,USA
2012-08-08,07H27,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-08,07H27,Pitbull,Back In Time,2012,H,USA
2012-08-08,07H35,Lady Gaga,Paparazzi,2009,F,USA
2012-08-08,07H38,Khaled,C'est La Vie,2012,H,Algerie
2012-08-08,07H43,Katy Perry,Wide Awake,2012,F,USA
2012-08-08,07H47,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-08,07H50,Maroon 5,Payphone,2012,Groupe,USA
2012-08-08,08H02,Dry,Ma Melodie,2012,H,France
2012-08-08,08H06,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-08,08H13,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-08,08H17,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-08,08H17,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-08,08H25,Matt Houston,Positif,2012,H,France
2012-08-08,08H29,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-08,08H41,Shakira,Addicted To You,2012,F,Colombie
2012-08-08,08H48,Shy'm,Et Alors !,2012,F,France
2012-08-08,08H54,Jack Holiday,Children 2012,2012,H,Suisse
2012-08-08,09H02,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-08,09H06,Jenifer,Sur Le Fil,2012,F,France
2012-08-08,09H10,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-08,09H16,Selena Gomez,Love You Like A Love Song,2011,F,USA
