Date,Heure,Artiste,Titre,Année de la chanson,Sexe,Pays d’Origine
2012-07-22,20H24,Birdy,Skinny Love,2008,F,USA
2012-07-22,20H27,Will i Am,This Is Love,2012,H,USA
2012-07-22,20H30,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-22,20H34,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-22,20H40,Katy Perry,Wide Awake,2012,F,USA
2012-07-22,20H48,Rihanna,Rude Boy,2010,F,USA
2012-07-22,20H51,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-22,20H55,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-23,05H00,Youssoupha,Dreamin,2012,H,France
2012-07-23,05H04,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-23,05H07,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,05H14,Lady Gaga,Alejandro,2010,F,USA
2012-07-23,05H14,M Pokora,Merci D'etre,2012,H,France
2012-07-23,05H23,Birdy,Skinny Love,2008,F,USA
2012-07-23,05H29,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-23,05H32,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,05H35,Usher,Scream,2012,H,USA
2012-07-23,05H39,Jenifer,Sur Le Fil,2012,F,France
2012-07-23,05H43,Black Eyed Peas,Where Is The Love,2009,Groupe,USA
2012-07-23,05H50,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-23,05H53,Laza Morgan,One By One,2011,H,Jamaique
2012-07-23,06H01,Shakira,Addicted To You,2012,F,Colombie
2012-07-23,06H02,Dry,Ma Melodie,2012,H,France
2012-07-23,06H05,Owl City,Good Time,2012,H,USA
2012-07-23,06H09,Lmfao,Party Rock Anthem,2011,Groupe,USA
2012-07-23,06H12,Kenza Farah,Quelque Part,2012,F,France
2012-07-23,06H16,Flo Rida,Whistle,2012,H,USA
2012-07-23,06H20,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,06H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,06H31,David Guetta,Memories,2010,H,France
2012-07-23,06H36,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,06H44,Shy'm,Et Alors !,2012,F,France
2012-07-23,06H44,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-23,06H47,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-23,06H56,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,07H02,Katy Perry,Wide Awake,2012,F,USA
2012-07-23,07H06,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-23,07H10,Bruno Mars,Marry You,2011,H,USA
2012-07-23,07H13,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-23,07H21,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-23,07H21,Youssoupha,Dreamin,2012,H,France
2012-07-23,07H24,Birdy,Skinny Love,2008,F,USA
2012-07-23,07H33,Matt Houston,Positif,2012,H,France
2012-07-23,07H36,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,07H41,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-23,07H44,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-23,07H52,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-23,07H57,Usher,Scream,2012,H,USA
2012-07-23,08H05,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,08H08,P Diddy,Coming Home,2010,H,USA
2012-07-23,08H15,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,08H18,Pitbull,Back In Time,2012,H,USA
2012-07-23,08H21,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,08H31,Rihanna,California King Bed,2011,F,USA
2012-07-23,08H35,Will i Am,This Is Love,2012,H,USA
2012-07-23,08H41,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-23,08H48,Dry,Ma Melodie,2012,H,France
2012-07-23,08H51,Kelly Clarkson,Stronger,2012,F,USA
2012-07-23,08H58,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,09H02,Katy Perry,Wide Awake,2012,F,USA
2012-07-23,09H06,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-23,09H10,P Diddy,I'll Be Missing You,1997,H,USA
2012-07-23,09H13,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,09H25,Birdy,Skinny Love,2008,F,USA
2012-07-23,09H29,Khaled,C'est La Vie,2012,H,Algerie
2012-07-23,09H31,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-23,09H42,Usher,Scream,2012,H,USA
2012-07-23,09H46,Superbus,A La Chaine,2012,Groupe,France
2012-07-23,09H50,The Pussycat Dolls,I Hate This Part,2008,Groupe,USA
2012-07-23,09H54,Basto,I Rave You,2012,H,Belgique
2012-07-23,09H57,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,10H00,Shakira,Addicted To You,2012,F,Colombie
2012-07-23,10H03,Flo Rida,Whistle,2012,H,USA
2012-07-23,10H06,Jenifer,Sur Le Fil,2012,F,France
2012-07-23,10H10,Rihanna,Unfaithful,2006,F,USA
2012-07-23,10H13,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,10H17,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-23,10H28,Katy Perry,Part Of Me,2012,F,USA
2012-07-23,10H32,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-23,10H35,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,10H45,Shy'm,Et Alors !,2012,F,France
2012-07-23,10H48,David Guetta,Metropolis,2012,H,France
2012-07-23,10H51,Adele,Set Fire To The Rain,2011,F,Angleterre
2012-07-23,10H59,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,11H00,Owl City,Good Time,2012,H,USA
2012-07-23,11H04,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-23,11H07,Dry,Ma Melodie,2012,H,France
2012-07-23,11H11,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,11H15,Beyonce,Naughty Girl,2004,F,USA
2012-07-23,11H19,Dj Assad,Addicted,2012,H,France
2012-07-23,11H30,Birdy,Skinny Love,2008,F,USA
2012-07-23,11H32,Basto,Cloudbreaker,2012,H,Belgique
2012-07-23,11H32,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-23,11H35,Katy Perry,Wide Awake,2012,F,USA
2012-07-23,11H44,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-23,11H48,Matt Houston,Positif,2012,H,France
2012-07-23,11H51,Mika,Celebrate,2012,H,Angleterre
2012-07-23,11H59,Shakira,Addicted To You,2012,F,Colombie
2012-07-23,12H00,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-23,12H02,Youssoupha,Dreamin,2012,H,France
2012-07-23,12H05,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,12H13,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-23,12H16,Black Eyed Peas,Don't Lie,2005,Groupe,USA
2012-07-23,12H24,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-23,12H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,12H27,Kelly Clarkson,Stronger,2012,F,USA
2012-07-23,12H32,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-23,12H46,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-23,12H49,Jay Z,Empire State Of Mind,2009,H,USA
2012-07-23,12H52,Leslie,Des Mots Invincibles,2012,F,France
2012-07-23,12H58,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,13H03,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,13H06,Pink,Just Like A Pill,2002,F,USA
2012-07-23,13H10,Dry,Ma Melodie,2012,H,France
2012-07-23,13H18,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-23,13H25,Birdy,Skinny Love,2008,F,USA
2012-07-23,13H31,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-23,13H31,Will i Am,This Is Love,2012,H,USA
2012-07-23,13H35,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,13H45,M Pokora,Merci D'etre,2012,H,France
2012-07-23,13H49,Usher,Scream,2012,H,USA
2012-07-23,13H56,Khaled,C'est La Vie,2012,H,Algerie
2012-07-23,14H03,Youssoupha,Dreamin,2012,H,France
2012-07-23,14H06,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-23,14H10,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-23,14H13,Michael Jackson,Bad,1987,H,USA
2012-07-23,14H17,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-23,14H25,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,14H29,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-23,14H33,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-23,14H47,Superbus,A La Chaine,2012,Groupe,France
2012-07-23,14H50,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,14H58,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,15H00,Matt Houston,Positif,2012,H,France
2012-07-23,15H07,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,15H10,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,15H13,Mika,Elle Me Dit,2011,H,Angleterre
2012-07-23,15H17,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-23,15H29,Birdy,Skinny Love,2008,F,USA
2012-07-23,15H31,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-23,15H31,Michel Telo,Ai Se Eu Te Pego (nooossa,2011,H,Bresil
2012-07-23,15H35,Dry,Ma Melodie,2012,H,France
2012-07-23,15H44,Owl City,Good Time,2012,H,USA
2012-07-23,15H51,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-23,15H54,Pitbull,Back In Time,2012,H,USA
2012-07-23,16H00,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-23,16H01,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-23,16H04,Avicii,Levels,2011,H,Suede
2012-07-23,16H14,Usher,Scream,2012,H,USA
2012-07-23,16H23,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,16H34,Youssoupha,Dreamin,2012,H,France
2012-07-23,16H43,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-23,16H47,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-23,16H50,Black Eyed Peas,Meet Me Halfway,2009,Groupe,USA
2012-07-23,16H53,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,17H00,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,17H03,Leslie,Des Mots Invincibles,2012,F,France
2012-07-23,17H07,Flo Rida,Whistle,2012,H,USA
2012-07-23,17H10,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,17H18,Lucenzo,Wine It Up,2012,H,France
2012-07-23,17H25,Birdy,Skinny Love,2008,F,USA
2012-07-23,17H28,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-07-23,17H35,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,17H42,Shy'm,Et Alors !,2012,F,France
2012-07-23,17H45,Martin Solveig,The Night Out,2011,H,France
2012-07-23,17H48,Beyonce,Sweet Dreams,2009,F,USA
2012-07-23,17H52,Kenza Farah,Quelque Part,2012,F,France
2012-07-23,17H55,Cascada,Summer Of Love,2012,Groupe,Allemagne
2012-07-23,18H00,Dry,Ma Melodie,2012,H,France
2012-07-23,18H02,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,18H06,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-23,18H10,Matt Houston,Positif,2012,H,France
2012-07-23,18H13,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-23,18H17,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-23,18H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,18H29,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-23,18H33,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-23,18H36,Katy Perry,Wide Awake,2012,F,USA
2012-07-23,18H44,Basto,I Rave You,2012,H,Belgique
2012-07-23,18H51,Jenifer,Sur Le Fil,2012,F,France
2012-07-23,18H55,Pitbull,Back In Time,2012,H,USA
2012-07-23,18H58,Youssoupha,Dreamin,2012,H,France
2012-07-23,19H03,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,19H07,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-23,19H14,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,19H14,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-23,19H17,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-23,19H25,Birdy,Skinny Love,2008,F,USA
2012-07-23,19H28,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-23,19H31,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-23,19H34,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,19H43,Dj Assad,Addicted,2012,H,France
2012-07-23,19H50,Khaled,C'est La Vie,2012,H,Algerie
2012-07-23,20H00,Owl City,Good Time,2012,H,USA
2012-07-23,20H02,Matt Houston,Happy Birthday,2012,H,France
2012-07-23,20H08,Usher,Scream,2012,H,USA
2012-07-23,20H13,Dry,Ma Melodie,2012,H,France
2012-07-23,20H16,David Guetta,Metropolis,2012,H,France
2012-07-23,20H23,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-07-23,20H33,Pitbull,Get It Started,2012,H,USA
2012-07-23,20H41,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,20H48,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-23,20H51,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-23,20H59,Katy Perry,Wide Awake,2012,F,USA
2012-07-23,21H24,Youssoupha,Dreamin,2012,H,France
2012-07-23,21H31,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-23,21H31,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-23,21H50,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-23,22H02,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-23,22H02,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-23,22H10,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-23,22H23,Basto,I Rave You,2012,H,Belgique
2012-07-23,22H31,Maroon 5,Payphone,2012,Groupe,USA
2012-07-23,22H40,Shakira,Addicted To You,2012,F,Colombie
2012-07-23,22H50,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-23,23H01,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-23,23H23,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-23,23H23,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-07-23,23H29,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-23,23H38,Dry,Ma Melodie,2012,H,France
2012-07-24,05H04,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-07-24,05H09,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,05H12,Shy'm,Et Alors !,2012,F,France
2012-07-24,05H19,Superbus,A La Chaine,2012,Groupe,France
2012-07-24,05H29,Cascada,Summer Of Love,2012,Groupe,Allemagne
2012-07-24,05H32,Dry,Ma Melodie,2012,H,France
2012-07-24,05H35,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-24,05H39,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-24,05H42,Flo Rida,Whistle,2012,H,USA
2012-07-24,05H46,Katy Perry,Wide Awake,2012,F,USA
2012-07-24,05H49,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-24,05H54,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-24,05H57,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-24,06H02,Maroon 5,Moves Like Jagger,2011,Groupe,USA
2012-07-24,06H02,Youssoupha,Dreamin,2012,H,France
2012-07-24,06H09,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-24,06H13,Birdy,Skinny Love,2008,F,USA
2012-07-24,06H16,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-07-24,06H19,Katy Perry,Last Friday Night,2011,F,USA
2012-07-24,06H19,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-24,06H22,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,06H31,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-24,06H35,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-24,06H43,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,06H43,Will i Am,This Is Love,2012,H,USA
2012-07-24,06H50,Kelly Clarkson,Stronger,2012,F,USA
2012-07-24,06H50,Matt Houston,Positif,2012,H,France
2012-07-24,06H54,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,07H02,David Guetta,Who's That Chick,2010,H,France
2012-07-24,07H10,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-24,07H13,Lucenzo,Wine It Up,2012,H,France
2012-07-24,07H17,Dry,Ma Melodie,2012,H,France
2012-07-24,07H21,Basto,Cloudbreaker,2012,H,Belgique
2012-07-24,07H24,Shakira,Addicted To You,2012,F,Colombie
2012-07-24,07H33,Jenifer,Sur Le Fil,2012,F,France
2012-07-24,07H35,Pitbull,Back In Time,2012,H,USA
2012-07-24,07H40,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-24,07H43,M Pokora,Merci D'etre,2012,H,France
2012-07-24,07H50,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,07H54,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-24,07H57,Katy Perry,Wide Awake,2012,F,USA
2012-07-24,08H06,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-24,08H07,Birdy,Skinny Love,2008,F,USA
2012-07-24,08H12,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-24,08H17,Youssoupha,Dreamin,2012,H,France
2012-07-24,08H21,Owl City,Good Time,2012,H,USA
2012-07-24,08H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,08H33,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-24,08H42,Elisa Tovati,Il Nous Faut,2011,F,France
2012-07-24,08H48,Shy'm,Et Alors !,2012,F,France
2012-07-24,08H52,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-24,08H55,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,09H02,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-24,09H07,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-24,09H10,Black Eyed Peas,Pump It,2010,Groupe,USA
2012-07-24,09H13,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,09H17,Dj Assad,Addicted,2012,H,France
2012-07-24,09H24,Shakira,Addicted To You,2012,F,Colombie
2012-07-24,09H28,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-24,09H30,Katy Perry,Teenage Dream,2010,F,USA
2012-07-24,09H40,Leslie,Des Mots Invincibles,2012,F,France
2012-07-24,09H44,Rihanna,S & M,2011,F,USA
2012-07-24,09H47,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-24,09H51,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-24,09H55,Dry,Ma Melodie,2012,H,France
2012-07-24,09H58,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,10H00,Basto,I Rave You,2012,H,Belgique
2012-07-24,10H04,Matt Houston,Positif,2012,H,France
2012-07-24,10H11,Will i Am,This Is Love,2012,H,USA
2012-07-24,10H13,Lily Allen,22,2009,F,France
2012-07-24,10H17,Jennifer Lopez,Goin In,2012,F,USA
2012-07-24,10H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,10H33,Katy Perry,Wide Awake,2012,F,USA
2012-07-24,10H33,Nicki Minaj,Starships,2012,F,USA
2012-07-24,10H36,Youssoupha,Dreamin,2012,H,France
2012-07-24,10H46,Mika,Celebrate,2012,H,Angleterre
2012-07-24,10H50,Pitbull,Back In Time,2012,H,USA
2012-07-24,10H53,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-24,10H57,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-24,11H00,Rihanna,Umbrella,2007,F,USA
2012-07-24,11H03,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,11H07,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-24,11H11,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,11H18,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-24,11H18,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-24,11H25,Shakira,Addicted To You,2012,F,Colombie
2012-07-24,11H31,Lmfao,Party Rock Anthem,2011,Groupe,USA
2012-07-24,11H31,Superbus,A La Chaine,2012,Groupe,France
2012-07-24,11H35,Usher,Scream,2012,H,USA
2012-07-24,11H45,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-24,11H53,Khaled,C'est La Vie,2012,H,Algerie
2012-07-24,11H56,Birdy,Skinny Love,2008,F,USA
2012-07-24,12H00,Jennifer Lopez,Dance Again,2012,F,USA
2012-07-24,12H02,Dry,Ma Melodie,2012,H,France
2012-07-24,12H06,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,12H14,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-24,12H25,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,12H28,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-24,12H32,Shy'm,Et Alors !,2012,F,France
2012-07-24,12H36,Katy Perry,Wide Awake,2012,F,USA
2012-07-24,12H46,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-24,12H49,Flo Rida,Whistle,2012,H,USA
2012-07-24,12H53,Owl City,Good Time,2012,H,USA
2012-07-24,12H57,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,13H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-24,13H04,Jenifer,Sur Le Fil,2012,F,France
2012-07-24,13H11,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-24,13H15,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-24,13H15,Superbus,Travel The World,2007,Groupe,France
2012-07-24,13H18,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-24,13H29,Shakira,Addicted To You,2012,F,Colombie
2012-07-24,13H29,Youssoupha,Dreamin,2012,H,France
2012-07-24,13H31,Leslie,Des Mots Invincibles,2012,F,France
2012-07-24,13H35,Matt Houston,Positif,2012,H,France
2012-07-24,13H43,We Are Me,We Gon' Party,2012,Groupe,France
2012-07-24,13H46,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,13H50,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-24,13H54,Birdy,Skinny Love,2008,F,USA
2012-07-24,14H00,Ocean Drive,Some People,2009,Groupe,France
2012-07-24,14H06,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-24,14H10,Collectif Metisse,Z Dance,2012,Groupe,France
2012-07-24,14H16,Kenza Farah,Quelque Part,2012,F,France
2012-07-24,14H24,David Guetta,Metropolis,2012,H,France
2012-07-24,14H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,14H27,Inna Modja,French Cancan,2011,F,Cameroun
2012-07-24,14H31,Will i Am,This Is Love,2012,H,USA
2012-07-24,14H34,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,14H50,Bruno Mars,Just The Way You Are,2010,H,USA
2012-07-24,14H53,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-24,14H57,Pitbull,Back In Time,2012,H,USA
2012-07-24,15H00,Shy'm,Et Alors !,2012,F,France
2012-07-24,15H07,Christina Aguilera,Beautiful,2002,F,USA
2012-07-24,15H10,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,15H18,Cascada,Summer Of Love,2012,Groupe,Allemagne
2012-07-24,15H18,Superbus,A La Chaine,2012,Groupe,France
2012-07-24,15H30,Kelly Clarkson,Stronger,2012,F,USA
2012-07-24,15H32,Youssoupha,Dreamin,2012,H,France
2012-07-24,15H36,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-24,15H53,Usher,Scream,2012,H,USA
2012-07-24,15H56,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,16H00,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-24,16H03,Rihanna,Pon De Replay,2005,F,USA
2012-07-24,16H11,Khaled,C'est La Vie,2012,H,Algerie
2012-07-24,16H13,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-24,16H17,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-24,16H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,16H32,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-07-24,16H35,Dry,Ma Melodie,2012,H,France
2012-07-24,16H43,Owl City,Good Time,2012,H,USA
2012-07-24,16H50,Leslie,Des Mots Invincibles,2012,F,France
2012-07-24,16H53,Flo Rida,Whistle,2012,H,USA
2012-07-24,16H57,Katy Perry,Wide Awake,2012,F,USA
2012-07-24,17H00,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-07-24,17H04,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,17H07,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,17H11,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-24,17H15,Matt Houston,Positif,2012,H,France
2012-07-24,17H29,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-24,17H35,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-24,17H42,Basto,Cloudbreaker,2012,H,Belgique
2012-07-24,17H46,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-24,17H53,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-24,18H00,Birdy,Skinny Love,2008,F,USA
2012-07-24,18H03,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-24,18H06,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-24,18H09,Will i Am,This Is Love,2012,H,USA
2012-07-24,18H12,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-24,18H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-24,18H28,Katy Perry,Part Of Me,2012,F,USA
2012-07-24,18H31,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-24,18H35,Usher,Scream,2012,H,USA
2012-07-24,18H42,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-24,18H46,Laza Morgan,One By One,2011,H,Jamaique
2012-07-24,18H49,Lily Allen,22,2009,F,France
2012-07-24,18H53,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-24,18H56,Maroon 5,Payphone,2012,Groupe,USA
2012-07-24,19H02,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-24,19H04,Basto,I Rave You,2012,H,Belgique
2012-07-24,19H08,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-24,19H15,Shy'm,Et Alors !,2012,F,France
2012-07-24,19H29,Dry,Ma Melodie,2012,H,France
2012-07-24,19H31,Bruno Mars,Marry You,2011,H,USA
